r1,r2,support,weight_log1p
P3729,P7305,86,4.465908
P3729,P131,84,4.442651
P3729,P186,81,4.406719
P3712,P279,1889,7.544332
P3712,P646,1607,7.382746
P3712,P31,1454,7.282761
P3712,P373,1308,7.177019
P3712,P910,1270,7.147559
P3712,P3417,992,6.900731
P3712,P18,970,6.878326
P3712,P13591,930,6.836259
P3712,P227,927,6.833032
P3712,P6366,918,6.823286
P3712,P10283,905,6.809039
P3712,P1889,899,6.802395
P3712,P244,866,6.765039
P3712,P691,844,6.739337
P3712,P8189,843,6.738152
P3712,P2347,834,6.727432
P3712,P1343,774,6.652863
P3712,P8408,768,6.645091
P3712,P3827,756,6.629363
P3712,P1417,713,6.570883
P3712,P1617,639,6.461468
P3712,P2671,616,6.424869
P3712,P508,589,6.380123
P3712,P5008,580,6.364751
P3712,P1036,565,6.338594
P3712,P361,545,6.302619
P3712,P268,538,6.289716
P3712,P8313,519,6.253829
P3712,P12596,514,6.244167
P3712,P1269,500,6.216606
P3712,P7033,453,6.118097
P3712,P349,447,6.104793
P3712,P5437,444,6.098074
P3712,P1014,438,6.084499
P3712,P8814,436,6.079933
P3712,P3916,433,6.073045
P3712,P3911,422,6.047372
P3712,P527,420,6.042633
P3712,P2581,393,5.976351
P3712,P4342,383,5.950643
P3712,P10565,379,5.940171
P3712,P672,378,5.937536
P3712,P486,377,5.934894
P3712,P12086,375,5.929589
P3712,P1296,365,5.902633
P3712,P12385,365,5.902633
P3712,P3553,362,5.894403
P3712,P4527,359,5.886104
P3712,P7870,357,5.880533
P3712,P12800,349,5.857933
P3734,P971,374,5.926926
P3734,P31,375,5.929589
P3739,P279,10,2.397895
P3739,P31,7,2.079442
P3739,P361,3,1.386294
P3739,P1343,7,2.079442
P3739,P1889,5,1.791759
P375,P279,306,5.726848
P375,P495,271,5.605802
P375,P31,261,5.568345
P375,P176,222,5.407172
P375,P18,210,5.351858
P375,P373,206,5.332719
P375,P646,187,5.236442
P375,P606,88,4.488636
P375,P2048,75,4.330733
P375,P2386,72,4.290459
P375,P527,68,4.234107
P375,P137,66,4.204693
P375,P2067,57,4.060443
P375,P2671,52,3.970292
P375,P4519,50,3.931826
P375,P730,46,3.850148
P375,P1705,41,3.737670
P375,P1427,39,3.688879
P375,P917,36,3.610918
P375,P2670,35,3.583519
P375,P17,34,3.555348
P375,P361,33,3.526361
P375,P2581,28,3.367296
P375,P144,27,3.332205
P375,P1417,27,3.332205
P375,P910,25,3.258097
P375,P729,20,3.044522
P375,P1889,19,2.995732
P375,P516,19,2.995732
P375,P935,16,2.833213
P375,P856,15,2.772589
P375,P580,14,2.708050
P375,P366,14,2.708050
P375,P10565,14,2.708050
P375,P178,12,2.564949
P375,P156,12,2.564949
P375,P155,12,2.564949
P375,P287,12,2.564949
P375,P2228,12,2.564949
P375,P582,11,2.484907
P375,P4342,11,2.484907
P375,P138,11,2.484907
P375,P8408,10,2.397895
P375,P3417,9,2.302585
P375,P12800,8,2.197225
P375,P1343,8,2.197225
P375,P8313,8,2.197225
P375,P1366,8,2.197225
P375,P1365,8,2.197225
P375,P154,7,2.079442
P376,P276,28,3.367296
P376,P527,54,4.007333
P376,P1343,32,3.496508
P376,P1151,4,1.609438
P376,P793,22,3.135494
P376,P196,17,2.890372
P376,P1080,65,4.189655
P376,P1074,17,2.890372
P3730,P31,5766,8.659907
P3730,P3729,5555,8.622634
P3730,P17,4502,8.412499
P3730,P3730,4144,8.329658
P3730,P2425,3202,8.071843
P3730,P361,2638,7.878155
P3730,P571,2553,7.845416
P3730,P279,2354,7.764296
P3730,P18,2330,7.754053
P3730,P373,2293,7.738052
P3730,P2517,2292,7.737616
P3730,P646,1546,7.344073
P3730,P910,1152,7.050123
P3730,P2671,1102,7.005789
P3730,P1705,958,6.865891
P3730,P1813,643,6.467699
P3730,P1027,615,6.423247
P3730,P1889,429,6.063785
P3730,P1001,418,6.037871
P3730,P12375,411,6.021023
P3730,P527,378,5.937536
P3730,P740,335,5.817111
P3730,P1424,310,5.739793
P3730,P138,307,5.730100
P3730,P8766,306,5.726848
P3730,P1114,281,5.641907
P3730,P112,247,5.513429
P3730,P1611,246,5.509388
P3730,P460,236,5.468060
P3730,P576,223,5.411646
P3730,P2521,203,5.318120
P3730,P1343,198,5.293305
P3730,P2910,187,5.236442
P3730,P971,179,5.192957
P3730,P2354,157,5.062595
P3730,P1365,133,4.897840
P3730,P3321,127,4.852030
P3730,P227,125,4.836282
P3730,P2389,120,4.795791
P3730,P4224,115,4.753590
P3730,P8168,114,4.744932
P3730,P7305,113,4.736198
P3730,P4342,112,4.727388
P3730,P1366,108,4.691348
P3730,P2581,104,4.653960
P3730,P155,103,4.644391
P3730,P1417,100,4.615121
P3730,P13591,99,4.605170
P3730,P1535,96,4.574711
P3730,P8313,94,4.553877
P3764,P21,913,6.817831
P3764,P31,913,6.817831
P3764,P106,911,6.815640
P3764,P569,909,6.813445
P3764,P735,849,6.745236
P3764,P27,846,6.741701
P3764,P19,820,6.710523
P3764,P734,793,6.677083
P3764,P641,753,6.625392
P3764,P373,731,6.595781
P3764,P18,728,6.591674
P3764,P646,706,6.561031
P3764,P3048,652,6.481577
P3764,P3684,601,6.400257
P3764,P8140,479,6.173786
P3764,P5421,436,6.079933
P3764,P1412,419,6.040255
P3764,P856,342,5.837730
P3764,P3368,313,5.749393
P3764,P1344,300,5.707110
P3764,P570,295,5.690359
P3764,P214,281,5.641907
P3764,P2002,258,5.556828
P3764,P20,251,5.529429
P3764,P1355,232,5.451038
P3764,P10640,232,5.451038
P3764,P1350,231,5.446737
P3764,P10648,231,5.446737
P3764,P69,226,5.424950
P3764,P1358,226,5.424950
P3764,P244,225,5.420535
P3764,P8687,223,5.411646
P3764,P10832,212,5.361292
P3764,P345,199,5.298317
P3764,P1285,186,5.231109
P3764,P1559,182,5.209486
P3764,P213,175,5.170484
P3764,P2671,173,5.159055
P3764,P2003,172,5.153292
P3764,P166,167,5.123964
P3764,P54,157,5.062595
P3764,P1477,151,5.023881
P3764,P910,146,4.990433
P3764,P2600,143,4.969813
P3764,P935,143,4.969813
P3764,P2013,142,4.962845
P3764,P2163,136,4.919981
P3764,P535,109,4.700480
P3764,P227,105,4.663439
P3764,P119,104,4.653960
P3771,P31,1789,7.489971
P3771,P703,6,1.945910
P3771,P279,5,1.791759
P3771,P644,5,1.791759
P3771,P645,5,1.791759
P3771,P2548,5,1.791759
P3771,P351,4,1.609438
P3771,P688,4,1.609438
P3771,P593,3,1.386294
P3771,P594,3,1.386294
P3771,P639,3,1.386294
P3771,P684,3,1.386294
P3771,P704,3,1.386294
P3771,P1057,3,1.386294
P3771,P2888,3,1.386294
P3771,P4196,3,1.386294
P3771,P5572,3,1.386294
P3771,P18,2,1.098612
P3771,P646,2,1.098612
P3771,P680,2,1.098612
P3771,P2892,2,1.098612
P3771,P692,2,1.098612
P3771,P1912,2,1.098612
P3771,P1916,2,1.098612
P3772,P527,8,2.197225
P3772,P680,11,2.484907
P3772,P681,8,2.197225
P3772,P682,8,2.197225
P3772,P31,15,2.772589
P3772,P129,7,2.079442
P3772,P279,9,2.302585
P3772,P910,2,1.098612
P3772,P361,8,2.197225
P3772,P702,8,2.197225
P3772,P703,8,2.197225
P3772,P2868,2,1.098612
P3741,P31,5,1.791759
P3741,P279,7,2.079442
P3776,P31,2013,7.607878
P3776,P680,62,4.143135
P3776,P279,55,4.025352
P3776,P646,46,3.850148
P3776,P486,44,3.806662
P3776,P672,42,3.761200
P3776,P6366,38,3.663562
P3776,P10283,36,3.610918
P3776,P2892,35,3.583519
P3776,P703,33,3.526361
P3776,P527,30,3.433987
P3776,P591,29,3.401197
P3776,P352,27,3.332205
P3776,P361,27,3.332205
P3776,P637,26,3.295837
P3776,P702,26,3.295837
P3776,P373,24,3.218876
P3776,P638,24,3.218876
P3776,P682,24,3.218876
P3776,P681,23,3.178054
P3776,P705,23,3.178054
P3776,P2888,22,3.135494
P3776,P129,16,2.833213
P3776,P1417,14,2.708050
P3776,P2926,11,2.484907
P3776,P18,10,2.397895
P3776,P692,10,2.397895
P3776,P3417,9,2.302585
P3776,P686,7,2.079442
P3776,P231,6,1.945910
P3776,P244,6,1.945910
P3776,P2004,6,1.945910
P3776,P8189,6,1.945910
P3776,P13591,6,1.945910
P3776,P8313,5,1.791759
P3776,P8814,5,1.791759
P3776,P7260,5,1.791759
P3776,P910,4,1.609438
P3776,P1889,4,1.609438
P3776,P2347,4,1.609438
P3776,P3827,4,1.609438
P3776,P1296,4,1.609438
P3776,P8072,4,1.609438
P3776,P12385,4,1.609438
P3776,P268,4,1.609438
P3776,P10376,3,1.386294
P3776,P5082,3,1.386294
P3776,P10565,3,1.386294
P3776,P3117,3,1.386294
P3776,P508,3,1.386294
P3774,P31,6,1.945910
P3774,P527,5,1.791759
P3774,P680,6,1.945910
P3774,P129,2,1.098612
P3774,P361,2,1.098612
P3774,P681,3,1.386294
P3774,P682,2,1.098612
P3774,P702,2,1.098612
P3774,P703,2,1.098612
P3774,P279,3,1.386294
P3780,P3781,2527,7.835184
P3780,P31,2514,7.830028
P3780,P3345,1750,7.467942
P3780,P3637,1062,6.968850
P3780,P4044,859,6.756932
P3780,P7048,356,5.877736
P3780,P176,213,5.365976
P3780,P3640,105,4.663439
P3780,P18,46,3.850148
P3780,P646,45,3.828641
P3780,P856,45,3.828641
P3780,P279,44,3.806662
P3780,P373,32,3.496508
P3780,P2671,29,3.401197
P3780,P1417,24,3.218876
P3780,P6366,20,3.044522
P3780,P127,20,3.044522
P3780,P8408,19,2.995732
P3780,P527,18,2.944439
P3780,P366,17,2.890372
P3780,P2175,17,2.890372
P3780,P1889,16,2.833213
P3780,P2002,16,2.833213
P3780,P3417,15,2.772589
P3780,P486,14,2.708050
P3780,P2892,14,2.708050
P3780,P267,14,2.708050
P3780,P672,13,2.639057
P3780,P3493,13,2.639057
P3780,P910,12,2.564949
P3780,P2868,12,2.564949
P3780,P11143,12,2.564949
P3780,P10283,11,2.484907
P3780,P652,11,2.484907
P3780,P691,10,2.397895
P3780,P4235,10,2.397895
P3780,P571,9,2.302585
P3780,P1582,9,2.302585
P3780,P8687,9,2.302585
P3780,P61,9,2.302585
P3780,P231,9,2.302585
P3780,P973,9,2.302585
P3780,P1343,8,2.197225
P3780,P636,8,2.197225
P3780,P495,8,2.197225
P3780,P361,8,2.197225
P3780,P662,8,2.197225
P3780,P665,8,2.197225
P3780,P683,8,2.197225
P3780,P3117,8,2.197225
P3680,P121,2,1.098612
P3680,P122,16,2.833213
P3680,P1151,21,3.091042
P3680,P1304,15,2.772589
P3680,P10280,7,2.079442
P3680,P12443,5,1.791759
P3680,P10624,3,1.386294
P3680,P1142,4,1.609438
P3680,P1269,2,1.098612
P3680,P112,6,1.945910
P3680,P1068,3,1.386294
P3680,P101,7,2.079442
P3680,P106,22,3.135494
P3680,P108,7,2.079442
P3680,P1196,4,1.609438
P3680,P102,10,2.397895
P3680,P103,2,1.098612
P3680,P1038,2,1.098612
P3680,P119,3,1.386294
P3680,P1001,12,2.564949
P3680,P138,14,2.708050
P3680,P150,16,2.833213
P3680,P1313,16,2.833213
P3680,P1343,26,3.295837
P3680,P1344,9,2.302585
P3680,P1365,18,2.944439
P3680,P1424,22,3.135494
P3680,P1464,15,2.772589
P3680,P1465,15,2.772589
P3680,P1546,5,1.791759
P3680,P1552,16,2.833213
P3680,P140,7,2.079442
P3680,P155,12,2.564949
P3680,P13574,13,2.639057
P3680,P1441,2,1.098612
P3680,P1456,2,1.098612
P3680,P156,6,1.945910
P3680,P131,12,2.564949
P3680,P1412,19,2.995732
P3680,P1454,5,1.791759
P3680,P1433,3,1.386294
P3680,P17,37,3.637586
P3680,P163,18,2.944439
P3680,P166,9,2.302585
P3680,P172,11,2.484907
P3680,P194,17,2.890372
P3680,P206,10,2.397895
P3680,P208,13,2.639057
P3680,P209,12,2.564949
P3680,P1589,15,2.772589
P3680,P1622,15,2.772589
P3680,P1740,15,2.772589
P3680,P1791,13,2.639057
P3680,P1792,16,2.833213
P3680,P1889,21,3.091042
P3680,P1906,15,2.772589
P3680,P2184,16,2.833213
P3680,P2238,3,1.386294
P3680,P1830,7,2.079442
P3680,P159,11,2.484907
P3680,P19,20,3.044522
P3680,P20,8,2.197225
P3680,P21,23,3.178054
P3680,P184,2,1.098612
P3680,P22,4,1.609438
P3680,P178,2,1.098612
P3680,P176,4,1.609438
P3680,P30,16,2.833213
P3680,P31,79,4.382027
P3680,P2633,17,2.890372
P3680,P2852,15,2.772589
P3680,P2853,15,2.772589
P3680,P2936,19,2.995732
P3680,P2959,16,2.833213
P3680,P3075,6,1.945910
P3680,P237,16,2.833213
P3680,P2596,15,2.772589
P3680,P279,15,2.772589
P3680,P2579,8,2.197225
P3680,P276,2,1.098612
P3680,P2388,7,2.079442
P3680,P2652,3,1.386294
P3680,P2670,3,1.386294
P3680,P27,22,3.135494
P3680,P2354,4,1.609438
P3680,P287,3,1.386294
P3680,P2541,3,1.386294
P3680,P2348,2,1.098612
P3680,P26,3,1.386294
P3680,P3373,3,1.386294
P3680,P35,16,2.833213
P3680,P36,17,2.890372
P3680,P37,18,2.944439
P3680,P38,16,2.833213
P3680,P47,16,2.833213
P3680,P361,18,2.944439
P3680,P417,3,1.386294
P3680,P418,7,2.079442
P3680,P421,15,2.772589
P3680,P457,5,1.791759
P3680,P463,27,3.332205
P3680,P460,4,1.609438
P3680,P485,9,2.302585
P3680,P3403,2,1.098612
P3680,P3461,3,1.386294
P3680,P461,2,1.098612
P3680,P355,8,2.197225
P3680,P452,3,1.386294
P3680,P488,7,2.079442
P3680,P3876,3,1.386294
P3680,P4195,3,1.386294
P3680,P39,10,2.397895
P3680,P40,3,1.386294
P3680,P3602,6,1.945910
P3680,P407,2,1.098612
P3680,P6,16,2.833213
P3680,P530,16,2.833213
P3680,P610,15,2.772589
P3680,P5008,23,3.178054
P3680,P5125,15,2.772589
P3680,P5658,13,2.639057
P3680,P6104,18,2.944439
P3680,P6379,5,1.791759
P3680,P527,13,2.639057
P3680,P6364,2,1.098612
P3680,P5203,2,1.098612
P3680,P61,2,1.098612
P3680,P69,15,2.772589
P3680,P509,4,1.609438
P3680,P6886,6,1.945910
P3680,P495,2,1.098612
P3680,P607,3,1.386294
P3680,P6365,2,1.098612
P3680,P551,3,1.386294
P3680,P78,15,2.772589
P3680,P85,17,2.890372
P3680,P92,6,1.945910
P3680,P706,13,2.639057
P3680,P793,14,2.708050
P3680,P807,2,1.098612
P3680,P832,11,2.484907
P3680,P910,42,3.761200
P3680,P7867,16,2.833213
P3680,P8402,15,2.772589
P3680,P8744,16,2.833213
P3680,P9241,15,2.772589
P3680,P8324,3,1.386294
P3680,P7084,2,1.098612
P3680,P749,4,1.609438
P3680,P937,2,1.098612
P3680,P734,16,2.833213
P3680,P735,21,3.091042
P3680,P7763,6,1.945910
P3680,P7959,4,1.609438
P3680,P800,5,1.791759
P3680,P921,2,1.098612
P3680,P9929,2,1.098612
P3781,P31,1584,7.368340
P3781,P279,1419,7.258412
P3781,P231,1389,7.237059
P3781,P3780,1381,7.231287
P3781,P3345,1359,7.215240
P3781,P652,1348,7.207119
P3781,P274,1232,7.117206
P3781,P662,1227,7.113142
P3781,P2067,1222,7.109062
P3781,P235,1215,7.103322
P3781,P592,1208,7.097549
P3781,P646,1208,7.097549
P3781,P3117,1204,7.094235
P3781,P715,1200,7.090910
P3781,P233,1195,7.086738
P3781,P234,1192,7.084226
P3781,P661,1192,7.084226
P3781,P6366,1183,7.076654
P3781,P2877,1181,7.074963
P3781,P2115,1156,7.053586
P3781,P267,1146,7.044905
P3781,P11199,1141,7.040536
P3781,P683,1134,7.034388
P3781,P366,1106,7.009409
P3781,P11089,1106,7.009409
P3781,P8494,1095,6.999422
P3781,P665,1082,6.987490
P3781,P2868,1079,6.984716
P3781,P486,1069,6.975414
P3781,P2566,1046,6.953684
P3781,P232,1038,6.946014
P3781,P373,999,6.907755
P3781,P11143,991,6.899723
P3781,P117,987,6.895683
P3781,P2892,985,6.893656
P3781,P2175,917,6.822197
P3781,P595,909,6.813445
P3781,P10245,866,6.765039
P3781,P10283,860,6.758095
P3781,P11198,832,6.725034
P3781,P2057,798,6.683361
P3781,P1579,763,6.638568
P3781,P672,741,6.609349
P3781,P2275,695,6.545350
P3781,P3489,684,6.529419
P3781,P2017,645,6.470800
P3781,P2062,638,6.459904
P3781,P4250,599,6.396930
P3781,P129,561,6.331502
P3781,P4964,522,6.259581
P3777,P31,113,4.736198
P3777,P279,113,4.736198
P3777,P688,113,4.736198
P3777,P703,113,4.736198
P3777,P2548,113,4.736198
P3701,P1049,20,3.044522
P3701,P1343,47,3.871201
P3701,P1151,3,1.386294
P3701,P1344,5,1.791759
P3701,P106,36,3.610918
P3701,P119,10,2.397895
P3701,P1196,9,2.302585
P3701,P101,5,1.791759
P3701,P103,11,2.484907
P3701,P1038,7,2.079442
P3701,P1299,9,2.302585
P3701,P102,3,1.386294
P3701,P1050,3,1.386294
P3701,P1080,33,3.526361
P3701,P131,7,2.079442
P3701,P1066,11,2.484907
P3701,P1303,10,2.397895
P3701,P136,8,2.197225
P3701,P1269,2,1.098612
P3701,P11799,3,1.386294
P3701,P140,17,2.890372
P3701,P1424,9,2.302585
P3701,P157,4,1.609438
P3701,P166,5,1.791759
P3701,P1412,24,3.218876
P3701,P1441,41,3.737670
P3701,P1552,5,1.791759
P3701,P138,4,1.609438
P3701,P1365,2,1.098612
P3701,P1366,2,1.098612
P3701,P1464,3,1.386294
P3701,P1465,3,1.386294
P3701,P1792,3,1.386294
P3701,P170,17,2.890372
P3701,P175,10,2.397895
P3701,P1830,4,1.609438
P3701,P17,13,2.639057
P3701,P172,6,1.945910
P3701,P1557,3,1.386294
P3701,P21,75,4.330733
P3701,P26,19,2.995732
P3701,P1889,35,3.583519
P3701,P19,22,3.135494
P3701,P20,14,2.708050
P3701,P22,20,3.044522
P3701,P25,15,2.772589
P3701,P2184,2,1.098612
P3701,P2348,4,1.609438
P3701,P2359,2,1.098612
P3701,P2365,2,1.098612
P3701,P1884,2,1.098612
P3701,P2354,2,1.098612
P3701,P2563,7,2.079442
P3701,P264,4,1.609438
P3701,P2546,6,1.945910
P3701,P31,113,4.736198
P3701,P40,24,3.218876
P3701,P361,34,3.555348
P3701,P2959,5,1.791759
P3701,P3091,11,2.484907
P3701,P279,17,2.890372
P3701,P27,27,3.332205
P3701,P39,8,2.197225
P3701,P410,3,1.386294
P3701,P2868,11,2.484907
P3701,P2925,15,2.772589
P3701,P3373,17,2.890372
P3701,P3701,5,1.791759
P3701,P3716,2,1.098612
P3701,P36,2,1.098612
P3701,P276,3,1.386294
P3701,P3828,2,1.098612
P3701,P3150,8,2.197225
P3701,P366,2,1.098612
P3701,P460,39,3.688879
P3701,P520,11,2.484907
P3701,P551,15,2.772589
P3701,P4185,9,2.302585
P3701,P5008,18,2.944439
P3701,P527,15,2.772589
P3701,P53,4,1.609438
P3701,P411,2,1.098612
P3701,P451,13,2.639057
P3701,P509,9,2.302585
P3701,P461,8,2.197225
P3701,P463,20,3.044522
P3701,P511,2,1.098612
P3701,P5025,2,1.098612
P3701,P462,4,1.609438
P3701,P4675,13,2.639057
P3701,P495,2,1.098612
P3701,P4969,3,1.386294
P3701,P412,2,1.098612
P3701,P4584,3,1.386294
P3701,P5800,2,1.098612
P3701,P607,4,1.609438
P3701,P793,12,2.564949
P3701,P800,5,1.791759
P3701,P6379,2,1.098612
P3701,P6886,4,1.609438
P3701,P7047,12,2.564949
P3701,P7763,6,1.945910
P3701,P8822,2,1.098612
P3701,P6104,4,1.609438
P3701,P7867,2,1.098612
P3701,P8744,2,1.098612
P3701,P841,6,1.945910
P3701,P69,11,2.484907
P3701,P734,20,3.044522
P3701,P735,26,3.295837
P3701,P6275,4,1.609438
P3701,P8345,5,1.791759
P3701,P828,4,1.609438
P3701,P802,3,1.386294
P3701,P641,2,1.098612
P3701,P725,6,1.945910
P3701,P910,49,3.912023
P3701,P97,3,1.386294
P3701,P937,6,1.945910
P3701,P945,2,1.098612
P3701,P9071,5,1.791759
P38,P31,591,6.383507
P38,P646,505,6.226537
P38,P17,472,6.159095
P38,P18,404,6.003887
P38,P373,383,5.950643
P38,P580,357,5.880533
P38,P562,277,5.627621
P38,P2284,246,5.509388
P38,P5061,224,5.416100
P38,P1001,217,5.384495
P38,P582,214,5.370638
P38,P1365,205,5.327876
P38,P498,194,5.273000
P38,P3347,175,5.170484
P38,P7007,164,5.105945
P38,P11514,159,5.075174
P38,P12086,158,5.068904
P38,P1366,155,5.049856
P38,P2442,142,4.962845
P38,P489,139,4.941642
P38,P8814,139,4.941642
P38,P279,138,4.934474
P38,P2968,134,4.905275
P38,P13625,130,4.875197
P38,P910,110,4.709530
P38,P1889,105,4.663439
P38,P1245,103,4.644391
P38,P4342,92,4.532599
P38,P10077,92,4.532599
P38,P138,88,4.488636
P38,P12596,87,4.477337
P38,P2671,85,4.454347
P38,P1343,80,4.394449
P38,P9495,72,4.290459
P38,P1417,71,4.276666
P38,P13591,69,4.248495
P38,P176,61,4.127134
P38,P8168,51,3.951244
P38,P3417,48,3.891820
P38,P571,48,3.891820
P38,P1705,47,3.871201
P38,P227,46,3.850148
P38,P9059,43,3.784190
P38,P935,42,3.761200
P38,P1296,42,3.761200
P38,P12385,42,3.761200
P38,P12800,39,3.688879
P38,P1014,37,3.637586
P38,P8189,37,3.637586
P38,P244,36,3.610918
P3803,P31,27,3.332205
P3803,P646,26,3.295837
P3803,P373,23,3.178054
P3803,P279,18,2.944439
P3803,P18,16,2.833213
P3803,P1014,9,2.302585
P3803,P3417,8,2.197225
P3803,P910,7,2.079442
P3803,P571,6,1.945910
P3803,P361,5,1.791759
P3803,P13658,5,1.791759
P3803,P1889,5,1.791759
P3803,P2671,5,1.791759
P3803,P4801,4,1.609438
P3803,P227,4,1.609438
P3803,P1417,4,1.609438
P3803,P10565,4,1.609438
P3803,P8885,4,1.609438
P3803,P12596,4,1.609438
P3803,P1535,4,1.609438
P3803,P154,3,1.386294
P3803,P3553,3,1.386294
P3803,P6366,3,1.386294
P3803,P127,3,1.386294
P3803,P2283,3,1.386294
P3803,P3984,3,1.386294
P3803,P1343,3,1.386294
P3803,P3381,3,1.386294
P3803,P9374,3,1.386294
P3803,P1296,3,1.386294
P3803,P12385,3,1.386294
P3803,P1617,3,1.386294
P3803,P1181,3,1.386294
P3803,P1552,3,1.386294
P3803,P4934,3,1.386294
P3803,P8512,3,1.386294
P3803,P856,2,1.098612
P3803,P2002,2,1.098612
P3803,P2013,2,1.098612
P3803,P2397,2,1.098612
P3803,P6262,2,1.098612
P3803,P8687,2,1.098612
P3803,P2049,2,1.098612
P3803,P2061,2,1.098612
P3803,P6009,2,1.098612
P3803,P527,2,1.098612
P3803,P4342,2,1.098612
P3803,P8189,2,1.098612
P3803,P8313,2,1.098612
P3803,P10283,2,1.098612
P3823,P31,16,2.833213
P3823,P361,13,2.639057
P3823,P910,13,2.639057
P3823,P3729,12,2.564949
P3823,P3730,12,2.564949
P3823,P279,2,1.098612
P3773,P31,15,2.772589
P3773,P129,8,2.197225
P3773,P279,7,2.079442
P3773,P527,10,2.397895
P3773,P703,12,2.564949
P3773,P1889,2,1.098612
P3773,P361,9,2.302585
P3773,P680,11,2.484907
P3773,P681,9,2.302585
P3773,P682,9,2.302585
P3773,P702,9,2.302585
P3773,P688,2,1.098612
P3773,P2548,2,1.098612
P3822,P31,9,2.302585
P3822,P366,2,1.098612
P3816,P19,10,2.397895
P3816,P20,4,1.609438
P3816,P21,11,2.484907
P3816,P27,10,2.397895
P3816,P31,25,3.258097
P3816,P39,2,1.098612
P3816,P40,3,1.386294
P3816,P101,3,1.386294
P3816,P106,10,2.397895
P3816,P140,2,1.098612
P3816,P166,3,1.386294
P3816,P1196,4,1.609438
P3816,P1343,3,1.386294
P3816,P1412,8,2.197225
P3816,P22,4,1.609438
P3816,P25,2,1.098612
P3816,P26,3,1.386294
P3816,P3373,2,1.098612
P3816,P1433,3,1.386294
P3816,P407,3,1.386294
P3816,P276,4,1.609438
P3816,P136,2,1.098612
P3816,P509,4,1.609438
P3816,P734,7,2.079442
P3816,P735,11,2.484907
P3816,P50,5,1.791759
P3816,P495,2,1.098612
P3816,P7937,3,1.386294
P3816,P921,14,2.708050
P3816,P69,2,1.098612
P3816,P463,2,1.098612
P3816,P5008,2,1.098612
P3831,P1151,4,1.609438
P3831,P1343,22,3.135494
P3831,P1424,9,2.302585
P3831,P1382,12,2.564949
P3831,P1542,2,1.098612
P3831,P1889,26,3.295837
P3831,P1299,2,1.098612
P3831,P2283,8,2.197225
P3831,P2354,7,2.079442
P3831,P1552,3,1.386294
P3831,P2388,2,1.098612
P3831,P2579,3,1.386294
P3831,P1535,2,1.098612
P3831,P1269,5,1.791759
P3831,P1478,2,1.098612
P3831,P17,7,2.079442
P3831,P279,43,3.784190
P3831,P527,13,2.639057
P3831,P910,25,3.258097
P3831,P5008,15,2.772589
P3831,P31,36,3.610918
P3831,P461,7,2.079442
P3831,P5869,2,1.098612
P3831,P6104,4,1.609438
P3831,P6186,4,1.609438
P3831,P425,6,1.945910
P3831,P460,10,2.397895
P3831,P361,9,2.302585
P3831,P366,4,1.609438
P3831,P276,3,1.386294
P3831,P520,2,1.098612
P3831,P8031,2,1.098612
P3831,P8032,2,1.098612
P3719,P1343,23,3.178054
P3719,P1001,175,5.170484
P3719,P131,72,4.290459
P3719,P138,12,2.564949
P3719,P1365,57,4.060443
P3719,P112,20,3.044522
P3719,P1151,3,1.386294
P3719,P127,3,1.386294
P3719,P1313,4,1.609438
P3719,P1366,8,2.197225
